Org1,Org2,Edu1,Edu2,Edu3,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8
Other,Cyber & Information Security,Computer Hardware,Computer Hardware,Other,Other,Other,Other,Other,Quality Assurance,Other,Software Engineering,Communication and Networks
Management,Management,Marketing,Marketing,Other,Management,Management,Other,Other,Software Engineering,Other,Software Engineering,Management
Management,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Mathematics of computing,Other,Other,Other,Database,Software Engineering,Other,Software Engineering,Software Engineering,Database,Other
Management,Management,Computer Science,Other,Other,Software Engineering,Database,Quality Assurance,Software Engineering,Quality Assurance,Management,Management,Software Engineering
Software Engineering,Software Engineering,Data Sience,Computer Science,Software Engineering,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Human computer interaction,Human computer interaction,"Multimedia, Animation and Graphic Design",Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Human computer interaction,Management,Human computer interaction,Software Engineering
Software Engineering,Software Engineering,Information Technology,Information Technology,Other,Software Engineering,Software Engineering,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Database,Software Engineering,Theory of computation
Software Engineering,Software Engineering,Other,Computer Science,Other,Software Engineering,Data Structures and Algorithms,Software Engineering,Database,Software Engineering,Database,Software Engineering,Software Engineering
Business System Analysis,Business System Analysis,Management,Other,Other,Business System Analysis,Database,Software Engineering,Software Engineering,Quality Assurance,Business System Analysis,Software organization & Operating Systems,Human computer interaction
Software Engineering,Software Engineering,Computer Science,Other,Other,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering,Software Engineering,Software organization & Operating Systems
Other,Other,Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering
Software Engineering,Software Engineering,Mathematics of computing,Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Software Engineering,Other,Computer Hardware,Other,Other,Artificial Intelligence,Other,Other,Other,Communication and Networks,Software Engineering,Computer Hardware,Other
Other,Other,Other,Computer Science,Computer Science,"Multimedia, Animation and Graphic Design",Other,Other,Other,Other,Other,Other,Other
Other,Other,Management,Theory of computation,Information Technology,Database,Other,Software Engineering,Software Engineering,Other,Software Engineering,Other,Other
Other,Other,Other,Mathematics of computing,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software organization & Operating Systems,Software Engineering,Software Engineering,Software Engineering
Quality Assurance,Management,Information Technology,Information Technology,Other,Database,Quality Assurance,Quality Assurance,Business System Analysis,Quality Assurance,Database,Database,Database
Marketing,Quality Assurance,Computer Science,Computer Science,Computer Science,Software Engineering,Data Structures and Algorithms,Software Engineering,Quality Assurance,Concurrent computing,Software Engineering,Artificial Intelligence,Artificial Intelligence
Management,Management,Other,Other,Other,Marketing,Marketing,Marketing,Other,Other,Software Engineering,Marketing,Communication and Networks
Software Engineering,Software Engineering,Information Technology,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Database,Software Engineering,"Multimedia, Animation and Graphic Design"
Software Engineering,Software Engineering,Software Engineering,Other,Other,Software Engineering,Database,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering,Software Engineering
Other,Other,Business System Analysis,Communication and Networks,Business System Analysis,Other,Other,Management,Other,Marketing,"Multimedia, Animation and Graphic Design",Marketing,Other
Software Engineering,Software Engineering,Computer Science,Management,Mathematics of computing,Software Engineering,Database,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Software Engineering,Software Engineering,Computer Science,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Software organization & Operating Systems
Software Engineering,Software Engineering,Computer Science,Computer Hardware,Other,Business System Analysis,Software Engineering,Software Engineering,"Multimedia, Animation and Graphic Design",Artificial Intelligence,Artificial Intelligence,Data Sience,Software Engineering
Software Engineering,Software Engineering,Software Engineering,Software Engineering,Information Technology,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database
Management,Management,Other,Information Technology,Other,Software Engineering,Business System Analysis,Management,Quality Assurance,Management,Management,Other,Other
Quality Assurance,Quality Assurance,Mathematics of computing,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Other
Software Engineering,Software Engineering,Computer Science,Marketing,Other,Other,Software organization & Operating Systems,Database,Computer Hardware,Database,Software Engineering,Software organization & Operating Systems,Software Engineering
Software Engineering,Other,Other,Other,Other,Artificial Intelligence,Software Engineering,Other,Software organization & Operating Systems,Marketing,Other,Other,Other
Management,Software Engineering,Other,Computer Science,Computer Science,Software Engineering,Management,Software Engineering,Management,Business System Analysis,Database,Database,Software Engineering
Management,Other,Marketing,Other,Other,Management,Cyber & Information Security,Business System Analysis,Other,Other,Other,Other,Other
Quality Assurance,Quality Assurance,Computer Science,Quality Assurance,Quality Assurance,Quality Assurance,Cyber & Information Security,Quality Assurance,Quality Assurance,Quality Assurance,Management,Quality Assurance,Quality Assurance
Other,Software Engineering,Information Technology,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Other,Other,Management,Other,Other,Other,Other,Software Engineering,Database,Business System Analysis,Software Engineering,Software Engineering,Software Engineering
